X,Y,OBJECTID,advisorySpeed,animals,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashDistance,crashFinancialYear,crashLocation1,crashLocation2,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,easting,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersectionMidblock,junctionType,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,northing,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,outdatedLocationDescription,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadCurvature,roadLane,roadMarkings,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1817654,5692510,102248,0,0,532501,0,0,0,1,0,East,6250,2012,SH 41,HOHOTAKA ROAD,Minor Crash,Yes,2011,0,West,0,1817654,0,0,Hill Road,0,0,0,Midblock,Nil (Default),0,Dark,1028600,1,0,0,5692510,2,0,0,0,Current location,0,0,0,0,0,Manawatu-Wanganui Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,None,0,0,0,36,Ruapehu District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Frost
1880520,5821010,102249,0,0,538000,0,0,0,2,0,North,140,2018,SH 29A,TAIPARI OBR,Non-Injury Crash,Yes,2017,0,North,0,1880520,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Overcast,1179403,0,0,0,5821010,2,0,0,0,Current location,0,0,0,0,0,Bay of Plenty Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,100,0,None,0,0,0,23,Tauranga City,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1764589,5909948,102250,0,0,521801,0,0,0,1,0,Null,0,2006,HUTTON ST,AVENUE ROAD,Minor Crash,No,2005,0,North,0,1764589,0,0,Flat,0,0,0,Intersection,Crossroads,0,Bright sun,787400,1,0,0,5909948,2,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,1,0,0,76,Auckland,Stop,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1775157,5886942,102251,0,0,521132,0,0,0,1,0,South,200,2016,SH 1N,RAMARAMA ON SBD,Non-Injury Crash,Yes,2016,0,North,0,1775157,0,0,Flat,1,0,0,Midblock,Nil (Default),0,Bright sun,814200,0,0,0,5886942,1,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,1-way,0,Sealed,0,0,0,0,100,0,Null,0,0,0,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1564006,5179195,102252,0,0,587701,0,0,0,1,0,Null,0,2011,BLENHEIM ROAD,EPSOM ROAD,Non-Injury Crash,No,2011,0,East,0,1564006,0,0,Flat,0,0,0,Intersection,Roundabout,0,Bright sun,2479800,0,0,0,5179195,4,0,0,0,Current location,0,0,0,0,0,Canterbury Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,60,Christchurch City,Give way,0,0,0,0,1,0,Urban,0,0,0,Fine,Null
1756749,5915623,102253,0,0,518301,0,0,0,1,0,North,50,2014,MOUNT EDEN ROAD,GLENALMOND ROAD,Minor Crash,No,2013,0,North,0,1756749,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Overcast,556900,1,0,0,5915623,4,0,0,0,Current location,0,0,1,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1883585.179,5820475,102254,0,0,536641,0,0,0,1,0,Null,0,2005,WELCOME BAY ROAD,NGAPEKE ROAD,Minor Crash,No,2004,0,East,0,1883585,0,0,Hill Road,0,Labour Weekend,0,Intersection,T Junction,0,Overcast,1206305,3,0,0,5820475,2,0,0,0,Current location,0,0,0,0,0,Bay of Plenty Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,None,0,0,0,22,Western Bay of Plenty District,Nil,0,0,0,0,0,0,Open,1,0,0,Fine,Null
1745342,5917395,102255,0,0,510800,0,0,0,1,0,Null,0,2001,GREAT NORTH ROAD,HENDERSON VALLEY ROAD,Non-Injury Crash,No,2001,0,North,0,1745342,0,0,Flat,0,0,0,Intersection,Crossroads,0,Twilight,241600,0,0,0,5917395,4,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,On,0,1,0,76,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1238989,4879784,102256,0,0,610500,0,0,0,2,0,Null,0,2007,SH 6,SH 96,Non-Injury Crash,Yes,2006,0,South,0,1238989,0,0,Flat,0,0,0,Intersection,T Junction,0,Overcast,3086600,0,0,0,4879784,2,0,0,0,Current location,0,0,0,0,0,Southland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,73,Southland District,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1679103,6086253,102257,0,0,501632,0,0,0,1,1,East,1500,2006,SH 12,NGAWHA SCHOOL ROAD,Minor Crash,Yes,2006,0,East,0,1679103,0,0,Hill Road,0,0,0,Midblock,Nil (Default),0,Overcast,35300,1,0,0,6086253,2,0,0,0,Current location,0,0,0,0,0,Northland Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,None,0,0,0,1,Far North District,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1761162,5435661,102258,0,0,568602,0,0,0,1,0,East,15,2009,HARDY ST,TRAFALGAR SQUARE,Minor Crash,No,2008,0,West,0,1761162,0,1,Flat,0,0,1,Intersection,Nil (Default),0,Bright sun,1971400,2,0,0,5435661,2,0,0,0,Current location,0,0,2,0,0,Wellington Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,46,Lower Hutt City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1804111,5790082,102259,0,0,531004,0,0,0,2,0,Null,0,2017,SH 3,CARLTON ST,Minor Crash,Yes,2017,0,South,0,1804111,0,0,Flat,0,0,0,Intersection,T Junction,0,Bright sun,974601,1,0,0,5790082,2,0,0,0,Current location,0,0,0,0,0,Waikato Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,17,Waipa District,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1800651,5815451,102260,0,0,529700,0,0,0,1,0,Null,0,2009,BRYCE ST,ANGLESEA ST,Non-Injury Crash,No,2008,0,East,0,1800651,0,0,Flat,0,0,0,Intersection,Crossroads,0,Dark,910900,0,0,0,5815451,2,0,0,0,Current location,0,0,0,0,1,Waikato Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,On,0,0,0,16,Hamilton City,Traffic Signals,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1931992,5632020,102261,0,0,545611,0,0,0,1,0,East,200,2011,SH 5,HILL ROAD,Non-Injury Crash,Yes,2011,0,West,0,1931992,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Dark,1413900,0,0,0,5632020,2,0,0,0,Current location,0,0,0,0,1,Hawke's Bay Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,100,0,None,0,0,0,31,Napier City,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1878449,5819374,102262,0,0,537800,0,0,0,0,0,North,1060,2010,SH 29,POIKE ROAD,Minor Crash,Yes,2010,0,West,0,1878449,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Overcast,1177900,1,0,0,5819374,2,0,0,0,Current location,0,0,0,0,0,Bay of Plenty Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,100,0,None,1,0,0,23,Tauranga City,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1752780.987,5933051,102263,0,0,508807,0,0,0,2,0,Null,0,2019,BUSHLANDS PARK DR,PUKATEA AVENUE,Minor Crash,No,2019,0,South,0,1752780,0,0,Flat,0,0,0,Intersection,T Junction,0,Bright sun,180407,1,0,0,5933051,2,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1762083,5912507,102264,0,0,519500,0,0,0,2,0,West,20,2003,CHURCH ST,ORORKE ROAD,Non-Injury Crash,No,2002,0,West,0,1762083,0,0,Flat,0,0,0,Intersection,Nil (Default),0,Bright sun,622400,0,0,0,5912507,2,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1881122,5826519,102265,0,0,536821,0,0,0,2,0,Null,0,2005,SH 2,TOTARA ST,Non-Injury Crash,Yes,2004,0,East,0,1881122,0,0,Flat,0,0,0,Intersection,Crossroads,0,Dark,1203900,0,0,0,5826519,2,0,0,0,Current location,0,0,0,0,0,Bay of Plenty Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,On,0,0,0,23,Tauranga City,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1757448,5449884,102266,0,0,572000,0,0,0,0,0,South,100,2000,GRAYS ROAD,WESTRIDGE,Non-Injury Crash,No,2000,0,East,0,1757448,0,0,Hill Road,0,0,0,Intersection,Nil (Default),0,Dark,2069004,0,0,0,5449884,2,0,0,0,Current location,1,0,0,0,0,Wellington Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,50,0,None,0,0,0,44,Porirua City,Nil,0,0,0,0,0,0,Urban,1,0,0,Light rain,Null
1572442.78,5186646,102267,0,0,590507,0,0,0,1,0,South,179,2018,MARSHLAND RD ,PRESTONS ROAD,Non-Injury Crash,No,2017,0,South,0,1572442,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Bright sun,2503701,0,0,0,5186646,2,0,0,0,Current location,0,0,0,0,0,Canterbury Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,70,0,None,0,0,0,60,Christchurch City,Unknown,0,0,0,0,0,1,Urban,0,0,0,Fine,Null
2019755,5747903,102268,0,1,543601,0,0,0,0,0,North,2200,2004,MANGATU ROAD,WAIRERE ROAD,Non-Injury Crash,No,2004,0,South,0,2019755,0,0,Hill Road,0,0,0,Midblock,Nil (Default),0,Dark,1354900,0,0,0,5747903,2,0,0,0,Current location,0,0,0,0,0,Gisborne Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,None,0,0,0,28,Gisborne District,Nil,0,0,0,0,0,0,Open,1,0,0,Fine,Null
1771017,5914615,102269,0,0,521602,0,0,0,1,0,East,40,2016,RIDGE ROAD,BOTANY ROAD,Non-Injury Crash,No,2015,0,North,0,1771017,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Bright sun,647800,0,0,0,5914615,3,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,76,Auckland,Unknown,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1774552,5896039,102270,0,0,525510,0,0,0,1,0,West,150,2005,SETTLEMENT ROAD,DOMINION ROAD,Minor Crash,No,2004,0,West,0,1774552,0,1,Flat,0,0,0,Midblock,Nil (Default),0,Overcast,801002,1,0,0,5896039,2,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,50,0,On,0,0,0,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1748783,5428333,102271,0,0,573000,0,0,0,2,0,West,50,2017,JOHNSTON ST,FEATHERSTON ST,Non-Injury Crash,No,2017,0,East,0,1748783,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Dark,2125600,0,0,0,5428333,2,0,0,0,Current location,0,0,0,0,0,Wellington Region,Nil,Straight,1-way,0,Sealed,0,0,0,0,30,0,Off,0,0,0,47,Wellington City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Null,Null
1755527,5914132,102272,0,0,518803,0,0,0,1,0,East,50,2008,MOUNT ALBERT ROAD,AKARANA AVENUE,Minor Crash,No,2007,0,East,0,1755527,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Bright sun,580900,2,0,0,5914132,2,0,0,0,Current location,0,0,0,0,1,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1753271,5916834,102273,0,0,517800,0,0,0,2,0,Null,0,2003,NEW NORTH ROAD,ALEXIS AVENUE,Non-Injury Crash,No,2003,0,West,0,1753271,0,0,Hill Road,0,0,0,Intersection,Crossroads,0,Bright sun,527300,0,0,0,5916834,4,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,76,Auckland,Stop,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1751136,5435336,102274,0,0,573700,0,0,0,1,0,West,130,2009,IRONSIDE ROAD,EARP ST,Minor Crash,No,2008,0,East,0,1751136,0,0,Hill Road,0,0,0,Midblock,Nil (Default),0,Overcast,2081601,1,0,0,5435336,2,0,0,0,Current location,0,0,1,0,0,Wellington Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,47,Wellington City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1766232,5887410,102275,0,0,521122,0,0,0,2,0,Null,0,2008,GLENBROOK ROAD,CHARLES ROAD,Non-Injury Crash,No,2008,0,West,0,1766232,0,0,Flat,0,0,0,Intersection,T Junction,0,Overcast,809900,0,0,0,5887410,2,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,Off,0,0,0,76,Auckland,Give way,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1794197,5686472,102276,0,0,532501,0,0,0,0,1,West,900,2011,WANGANUI VALLEY ROAD,HIKUMUTU ROAD,Minor Crash,No,2010,0,East,0,1794197,0,0,Hill Road,0,Christmas New Year,0,Midblock,Nil (Default),0,Bright sun,1021600,1,0,1,5686472,2,0,0,0,Current location,0,0,0,0,0,Manawatu-Wanganui Region,Nil,Curved,2-way,0,Unsealed,0,0,0,0,50,0,Null,0,0,0,36,Ruapehu District,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1768207,5903783,102277,0,0,524602,0,0,0,1,0,South,600,2000,SH 1N,REDOUBT OBR,Non-Injury Crash,Yes,2000,0,North,0,1768207,0,0,Flat,1,0,0,Midblock,Nil (Default),0,Dark,780506,0,0,0,5903783,6,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,100,0,On,0,0,0,76,Auckland,Nil,1,0,0,0,0,0,Open,0,0,0,Fine,Null
1747189,5913792,102278,0,0,511100,0,0,0,2,0,East,10,2004,WEST COAST ROAD,GLENVIEW ROAD,Non-Injury Crash,No,2004,0,West,0,1747189,0,0,Flat,0,0,0,Intersection,T Junction,0,Bright sun,286200,0,0,0,5913792,4,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,76,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1897422,5801482,102279,0,0,536654,0,0,0,2,0,North,2710,2019,SH 33,FORESTRY ROAD,Minor Crash,Yes,2018,0,South,0,1897422,0,0,Flat,1,0,0,Midblock,Nil (Default),0,Overcast,1212400,1,0,0,5801482,2,0,0,0,Current location,0,0,0,0,0,Bay of Plenty Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,Null,0,0,0,22,Western Bay of Plenty District,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1195887,4883180,102280,65,0,612730,0,0,0,1,0,South,1770,2015,OTAUTAU-TUATAPERE ROAD,HAPPY VALLEY ROAD,Minor Crash,No,2014,0,South,0,1195887,0,0,Flat,0,Christmas New Year,0,Midblock,Nil (Default),0,Bright sun,3194000,1,0,0,4883180,2,0,0,0,Current location,0,0,0,0,0,Southland Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,Null,0,0,0,73,Southland District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1750230,5913170,102281,0,0,511402,0,0,0,2,0,Null,0,2013,ASTLEY AVENUE,MARGAN AVENUE,Non-Injury Crash,No,2012,0,South,0,1750230,0,0,Hill Road,0,0,0,Intersection,Roundabout,0,Twilight,264800,0,0,0,5913170,4,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,On,0,0,0,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1569018,5186041,102282,0,0,588101,0,0,0,1,0,North,40,2019,SH 74,DANIELS ROAD,Minor Crash,Yes,2018,0,South,0,1569018,0,0,Flat,0,0,0,Intersection,Nil (Default),0,Dark,2509500,1,0,0,5186041,4,0,0,0,Current location,0,0,0,1,0,Canterbury Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,60,0,On,0,0,0,60,Christchurch City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Mist or Fog,Frost
1801050,5814575,102283,0,0,529700,0,0,0,2,0,Null,0,2005,TRISTRAM ST,CLARENCE ST,Minor Crash,No,2005,0,North,0,1801050,0,0,Flat,0,0,0,Intersection,T Junction,0,Bright sun,912500,2,0,0,5814575,2,0,0,0,Current location,0,0,0,0,0,Waikato Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,16,Hamilton City,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1828296,5884655,102284,0,0,533502,0,0,0,1,0,West,300,2016,KAUAERANGA VALLEY ROAD,TE ANA LANE,Serious Crash,No,2016,0,East,0,1828296,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Bright sun,1055402,0,0,0,5884655,2,0,0,0,Current location,0,0,1,0,0,Waikato Region,Nil,Curved,2-way,0,Sealed,0,0,1,0,80,0,Null,0,0,0,11,Thames-Coromandel District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1257899,5004149,102285,0,0,609304,0,0,0,2,0,East,25,2001,BEACH ST,LAKE ST,Non-Injury Crash,No,2001,0,West,0,1257899,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Bright sun,3032702,0,0,0,5004149,2,0,0,0,Current location,0,0,0,0,0,Otago Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,70,Queenstown-Lakes District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1766462,5441161,102286,0,0,568101,0,0,0,2,0,Null,0,2017,GEORGE ST,STOKES VALLEY ROAD,Non-Injury Crash,No,2016,0,East,0,1766462,0,0,Hill Road,0,0,0,Intersection,T Junction,0,Bright sun,1929700,0,0,0,5441161,1,0,0,0,Current location,0,0,0,0,0,Wellington Region,Nil,Curved,1-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,46,Lower Hutt City,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1742357,5926597,102287,0,0,513410,0,0,0,1,0,Null,0,2012,OLD SH 16,BRIGHAM CREEK ROAD,Minor Crash,Yes,2012,0,North,0,1742357,0,0,Flat,0,0,0,Intersection,Roundabout,0,Dark,223100,1,0,0,5926597,4,0,0,0,Outdated location,0,0,0,0,1,Auckland Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,80,0,On,0,0,0,76,Auckland,Give way,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1673294,5404062,102288,0,0,580410,0,0,0,0,0,Null,0,2005,SH 6,JACKSONS ROAD,Non-Injury Crash,Yes,2005,0,West,0,1673294,0,0,Flat,0,0,0,Intersection,Crossroads,0,Bright sun,2290200,0,0,0,5404062,2,0,0,0,Current location,0,0,0,0,0,Marlborough Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,100,0,Null,0,0,0,53,Marlborough District,Stop,0,0,0,0,1,0,Open,1,0,0,Fine,Null
1750342,5424350,102289,0,0,576901,0,0,0,2,0,South,15,2014,ONEPU ROAD,RONGOTAI ROAD,Non-Injury Crash,No,2013,0,North,0,1750342,0,0,Flat,0,0,0,Intersection,Crossroads,0,Twilight,2178300,0,0,0,5424350,3,0,0,0,Current location,0,0,0,0,0,Wellington Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,47,Wellington City,Traffic Signals,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1840498,5919411,102290,0,0,533000,0,0,0,2,0,East,40,2007,SOUTH HIGHWAY,COOK DRIVE,Non-Injury Crash,No,2007,0,East,0,1840498,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Bright sun,1046707,0,0,0,5919411,2,0,0,0,Current location,0,1,0,0,0,Waikato Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,11,Thames-Coromandel District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1831402,5883425,102291,0,0,533603,0,0,0,1,0,East,150,2017,SH 25A,KIRIKIRI STM BR NO1,Non-Injury Crash,Yes,2017,0,South,0,1831402,0,0,Hill Road,0,0,0,Midblock,Nil (Default),0,Overcast,1057401,0,0,0,5883425,2,0,0,0,Current location,1,0,0,0,0,Waikato Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,None,0,0,0,11,Thames-Coromandel District,Unknown,0,0,0,0,0,0,Open,0,0,0,Heavy rain,Strong wind
1884368,5770799,102292,0,0,540700,0,0,0,1,0,South,20,2014,SH 5,SH 30,Non-Injury Crash,Yes,2014,0,South,0,1884368,0,0,Flat,0,0,0,Intersection,Nil (Default),0,Bright sun,1246000,0,0,0,5770799,2,0,1,0,Current location,0,0,0,0,0,Bay of Plenty Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,24,Rotorua District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1759659,5914523,102293,0,0,519400,0,0,0,2,0,North,30,2004,CAMPBELL ROAD,HOROTUTU ROAD,Non-Injury Crash,No,2003,0,South,0,1759659,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Dark,617700,0,0,0,5914523,2,0,0,0,Current location,0,1,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,On,0,0,0,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1638034,5437535,102294,0,0,581812,0,0,0,1,0,East,1900,2014,SH 6,WHANGAMOA SDL,Non-Injury Crash,Yes,2013,0,East,0,1638034,0,0,Hill Road,0,0,0,Midblock,Nil (Default),0,Overcast,2360800,0,0,0,5437535,2,0,0,0,Current location,1,0,0,0,0,Nelson Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,Null,0,0,0,52,Nelson City,Nil,0,0,0,1,0,0,Open,0,0,0,Fine,Null
1230406,4855918,102295,0,0,610051,0,0,0,1,0,South,400,2013,WAIMATUKU BUSH ROAD,MCEWING ROAD,Non-Injury Crash,No,2013,0,North,0,1230406,0,1,Flat,0,0,0,Midblock,Nil (Default),0,Dark,3079100,0,0,0,4855918,1,0,0,0,Current location,0,0,0,0,0,Southland Region,Nil,Straight,2-way,0,Unsealed,0,0,0,0,70,0,None,0,0,0,73,Southland District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1764320,5908844,102296,0,0,521901,0,0,0,1,0,Null,0,2006,NGAIO ST,GREAT SOUTH ROAD,Minor Crash,No,2006,0,North,0,1764320,0,0,Hill Road,0,0,0,Intersection,T Junction,0,Overcast,785200,1,0,0,5908844,4,0,0,0,Current location,0,0,0,0,1,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,76,Auckland,Stop,1,0,0,0,0,0,Urban,0,0,0,Fine,Null
1749152,5426755,102297,0,0,573101,1,0,0,0,0,North,50,2017,SH 1N,CAMBRIDGE TERRACE,Serious Crash,Yes,2017,0,East,0,1749152,0,0,Hill Road,0,0,0,Midblock,Nil (Default),0,Bright sun,2136500,0,0,0,5426755,2,0,0,0,Current location,0,0,1,0,0,Wellington Region,Nil,Straight,1-way,0,Sealed,0,0,1,0,50,0,Null,0,0,0,47,Wellington City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1870531,5820219,102298,0,0,536620,0,0,0,1,0,East,200,2014,CRAWFORD ROAD,JUNCTION ROAD,Minor Crash,No,2014,0,North,0,1870531,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Overcast,1189800,1,0,0,5820219,2,0,0,0,Current location,0,0,0,0,0,Bay of Plenty Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,None,0,0,0,22,Western Bay of Plenty District,Nil,0,0,0,1,0,0,Open,0,0,0,Light rain,Null
1406568,4919123,102299,0,0,603500,0,0,0,2,0,South,150,2002,MALVERN ST,WOODHAUGH ST E,Non-Injury Crash,No,2001,0,East,0,1406568,0,0,Flat,0,0,0,Midblock,Nil (Default),0,Bright sun,2891201,0,0,0,4919123,2,0,0,0,Current location,0,1,0,0,0,Otago Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,50,0,Null,0,0,0,71,Dunedin City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1747855,5966879,102300,0,0,506613,0,0,0,1,0,North,250,2016,SH 1N,SATELLITE STATION ROAD,Non-Injury Crash,Yes,2016,0,South,0,1747855,0,0,Hill Road,0,0,0,Midblock,Nil (Default),0,Overcast,146103,0,0,0,5966879,3,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,100,0,Off,0,0,0,76,Auckland,Unknown,0,0,0,0,1,0,Open,1,0,0,Light rain,Null
1399454,4912271,102301,0,0,602422,0,0,0,1,1,North,50,2005,BRIGHTON ROAD,ALLEN ROAD SOUTH,Minor Crash,No,2005,0,North,0,1399454,0,0,Hill Road,0,0,0,Midblock,Nil (Default),0,Overcast,2980700,1,0,0,4912271,2,0,0,0,Current location,0,0,0,0,0,Otago Region,Nil,Curved,2-way,0,Sealed,0,0,0,0,80,0,Null,0,0,0,71,Dunedin City,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1752197,5946930,102302,0,0,506001,0,0,0,1,0,Null,0,2012,WHANGAPARAOA ROAD,RED BEACH ROAD,Non-Injury Crash,No,2012,0,East,0,1752197,0,0,Flat,0,0,0,Intersection,Crossroads,0,Bright sun,175501,0,0,1,5946930,4,0,0,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,Off,0,0,0,76,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1760728,5908019,102303,0,0,524403,0,0,0,1,0,South,150,2014,ROBERTSON ROAD,CALTHORP CLOSE,Non-Injury Crash,No,2014,0,South,0,1760728,0,0,Flat,0,0,0,Midblock,Nil (Default),1,Dark,731105,0,0,0,5908019,2,0,1,0,Current location,0,0,0,0,0,Auckland Region,Nil,Straight,2-way,0,Sealed,0,0,0,0,50,0,On,0,0,0,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
